,article,date
366,"['Here is some other vaccine news of note for the week:', '> Facebook is working to combat the spread of misinformation about vaccines. USA Today article', '> From late November to early February, flu vaccines were 47% effective overall in the U.S. in preventing infections. CDC update', '> FDA Commissioner Scott Gottlieb said the federal government might intervene if some states continue on with lax vaccine requirements for schoolchildren. CNN article', '> HPV vaccination, together with HPV screening, could end cervical cancer by the end of the 21st century, a new study published in the journal Lancet Oncology has found. The Guardian article']","Feb 20, 2019 09:05am"
367,"['Sanofi set off an uproar in the Philippines with its 2017 disclosure that dengue shot Dengvaxia can cause more serious infections in some cases. Now, after investigations and more, the country’s FDA has permanently revoked the vaccine’s marketing license. ', 'Citing “brazen defiance” from the drugmaker and saying Sanofi failed to meet its postmarketing requirements, the Philippines FDA pulled Dengvaxia’s regulatory approval, Reuters reports. ', 'The decision may not come as a surprise to market watchers, considering the tough stance officials in the Philippines took after Sanofi’s safety disclosure back at the end of 2017. The company said new trial analyses showed its vaccine can cause more serious infections if given to people who haven’t been infected with dengue before. The disclosure triggered a controversy. Officials immediately called off a vaccination campaign, demanded a refund and kicked off investigations.  ', ""Now, in the face of this week's regulatory move, Sanofi says it “respectfully disagrees” with the FDA’s conclusions and has filed a motion for reconsideration. Despite the controversy in the Philippines, the company is pressing ahead with its vaccine and is seeking European and U.S. approvals. "", ""RELATED: Sanofi's dengue shot Dengvaxia wins FDA priority review despite controversial past "", 'The news comes as a potential rival to Dengvaxia advances through testing. Takeda’s TAK-003 recently hit its efficacy mark in a massive phase 3 trial, and the Japanese drugmaker is awaiting a second set of data that will complete its filing for initial regulatory approvals. Takeda plans to seek marketing OKs in endemic countries before the U.S. and Europe, a company official told Reuters, which would follow Sanofi’s strategy with Dengvaxia. ', ""RELATED: Takeda’s dengue shot, rival to Sanofi's Dengvaxia, hits the mark in massive phase 3 study "", ""But Sanofi’s vaccine head, David Loew, recently told FiercePharma that the company erred in putting EU and U.S. filings behind applications in emerging countries. That's because other regulatory authorities often look to the FDA and EMA for their own guidelines, so launching without U.S. and European approvals was harder than Sanofi expected."", 'Dengvaxia initially carried blockbuster sales expectations, but the launch never took off commercially and ran into controversy early on with Sanofi’s safety disclosure. Now, the drugmaker is working to develop a diagnostic that would aid with future attempts to market the vaccine.']","Feb 19, 2019 03:05pm"
368,"[""India’s Bharat Biotech is about to become the world's largest supplier of rabies vaccines, thanks to a deal to buy Chiron Behring Vaccines from GlaxoSmithKline."", ""India-based Chiron Behring makes a single product, the rabies vaccine Rabipur, and Bharat Biotech sells a Vero cell-based rabies vaccine, Indirab. The acquisition would bring Bharat's annual rabies capacity to 25 million doses, making it the world’s largest, Chairman Krishna Ella said, according to local newspaper Business Standard."", 'No financial details of the all-cash transaction were disclosed, but Ella reportedly said the company expects to recoup its investment in about five years.', ""Based in Ankleshwar, Chiron Behring joined GSK in the vaccine-for-oncology asset swap with Novartis in 2015. The unit's 2018 revenues reached Rs. 180 crore ($25.2 million), according to Business Standard. That's a small franchise in GSK’s vaccines portfolio, which ginned up £5.90 billion ($7.56 billion) in 2018."", 'The rabies vaccine maker will continue to operate independently within Bharat, and all of its 250 employees will stay put. But Ella said he plans to shift a large part of the firm’s focus to the domestic Indian market to fill an unmet need there, the newspaper reported. Bharat also plans to enhance Chiron Behring’s production capabilities and “expand market access through product registrations in additional high-demand countries,” the company said in a statement Friday.', 'Chiron Behring’s product is registered in more than 20 countries and is prequalified by the WHO, meaning it can be procured by international agencies. Bharat’s products are sold in more than 70 countries.', ""RELATED: Bharat Biotech's Rotavac, a discounted option to GSK and Merck vaccines, picks up WHO prequalification"", 'GSK currently boasts the world’s largest vaccines business and the broadest marketed portfolio, with 14 more candidates in development. But Bharat’s ambition is to surpass the British company, at least in terms of product numbers, in about three years, according to Ella.', 'The privately held Indian company currently has a lineup of 16 products. Last January, its Typbar TCVB became the world’s first typhoid conjugate vaccine to be prequalified by the WHO, and then, its rotavirus vaccine Rotavac also earned prequalification as a cheaper option than GSK’s Rotarix and Merck & Co.’s RotaTeq.', 'The Chiron Behring castoff came shortly after GSK sold its Indian consumer health franchise, including the nutrition drinks brand Horlicks, to Unliver for £3.1 billion. The company at that time pledged continued involvement in the Indian market.']","Feb 15, 2019 11:37am"
369,"['About two years ago, Astellas licensed a novel pneumococcal vaccine technology from Affinivax with eyes on Pfizer’s Prevnar 13. Now, the pair has officially entered human testing.', 'The first patient has been dosed with the investigational vaccine, dubbed ASP3772, in a phase 1/2 study that aims to evaluate the vaccine’s safety, tolerability and immunogenicity, Affinivax said on Wednesday. And the study is already designed as a head-to-head against Pfizer’s blockbuster shot.', 'The study will enroll 618 adult patients in two stages. In stage one, investigators will evaluate three different dose levels of ASP3772 in comparison with Prevnar 13 in adults younger than 65. The second stage will focus on elderly patients above 65 years of age who are considered most vulnerable to S. pneumoniae infections. In this stage, Merck & Co.’s Pneumovax 23 will also serve as a comparator for the other serotypes not included in Prevnar 13.', 'Unlike conventional conjugate vaccines like Prevnar that use proteins to carry polysaccharides, ASP3772 leverages Affinivax’s Multiple Antigen Presenting System (MAPS), which allows the protein antigen itself to induce an immune response as well, thereby boosting its protection.', '“We believe that MAPS, in contrast to traditional vaccines, offers a unique way to present the key epitopes of the desired antigens (polysaccharides and/or proteins) to induce a robust and broad immune response,” Richard Malley, M.D., Affinivax’s scientific founder, said in a statement. “We now look forward to confirming this in clinical trials.”', 'In addition to a potential better efficacy, the MAPS vaccine platform could also cover more strains than currently available, Affinivax CEO Steve Brugger has told FierceVaccines. It could also stop the bacteria from colonizing the nose and throat before triggering illness in people with weakened immune systems, and it can be cheaper to produce, he said.', 'Through an exclusive deal formed in February 2017, Astellas obtained worldwide rights to commercialize the pneumococcal vaccine and will lead and fully fund the development program. ', 'RELATED: Merck’s Prevnar challenger nabs FDA ‘breakthrough’ tag. Should Pfizer be worried?', 'Launched in 2014 with the MAPS technology licensed from Boston Children’s Hospital, Affinivax has so far been running without the typical biotech venture capital injections. Instead, it has found investors in nonprofit organizations such as the Bill & Melinda Gates Foundation and PATH, and through collaborations with ClearPath Development Company and Astellas.', 'Pneumococcal vaccines are indeed an attractive field. For 2018, the Pfizer vaccine king raked in $5.80 billion in global sales. But competition is brewing. Merck recently started phase 3 testing on its 15-valent conjugate candidate, V114, and nabbed FDA “breakthrough” designation in pediatric use. Pfizer has also entered phase 3 with its Prevnar 13 follow-up, PF-06482077, which covers 20 serotypes of pneumococcus, and got the same FDA label in adults.', 'Besides pneumococcal, Cambridge, Massachusetts-based Affinivax is also applying the MAPS system to developing vaccines against healthcare-associated infections. Pfizer just suffered a setback there, having capped development of an S. aureus vaccine after a phase 2b study showed no promise.']","Feb 13, 2019 09:57am"
370,"['Here is some other vaccine news of note for the week:', '> Moderna’s mRNA-1653, a combo vaccine designed to protect against human metapneumovirus and parainfluenza type 3, boosted serum neutralization titers against the two viruses, according to the company’s interim phase 1 data report. Release', '> Seqirus’ revenue for the six months ended Dec. 31 grew 21% at constant currency to reach $949 million, driven largely by its flu vaccines, parent company CSL said in a half-year report. Report', '> Vaxart plans to start phase 1 bivalent and phase 2 monovalent challenge studies for its oral norovirus vaccine in the first half of 2019, CEO Wouter Latour, M.D., said as the company reported fourth-quarter financial results. Release', '> Health experts are calling on Facebook to stem the rise of anti-vaccination groups in which members post misinformation in a closed circle. The Guardian article']","Feb 13, 2019 09:11am"
371,"['Biopharma companies big and small are seeking to advance flu vaccine research as recent seasons have underscored issues with traditional vaccines. Now, FluGen reports its intranasal vaccine succeeded in a phase 2 challenge study against a “highly mismatched” strain of the virus.', 'In the study, which enrolled 99 healthy adults, investigators tested FluGen’s M2SR—targeting a 2007 flu strain—against a strain that circulated several years later. The participants received either the vaccine or an intranasal placebo and were exposed to a live H3N2 influenza virus from 2014-2015.', 'Despite the mismatch, more than half of study participants who received FluGen’s vaccine showed a serum antibody response to the vaccine, the company reports; those participants saw a 34% viral load reduction compared with the placebo group. Those who developed antibodies to both the vaccine and the challenge virus showed a 62% reduction in viral load, according to the biotech.', 'Aside from viral load, the vaccine also helped with symptoms, FluGen reports.', 'The National Institutes for Allergy and Infectious Diseases helped develop the vaccine, and the U.S. Department of Defense sponsored the trial.', ""RELATED: FluGen’s broadly protective flu vaccine clears early human test, eyes 'challenge' study"", 'FluGen’s clinical advisory board chair Robert Belshe, who’s also a Saint Louis University infectious diseases and immunology professor, in a statement said the results are an “important step forward in the development of a more universal flu vaccine and take some of the guesswork out of picking strains to put in the vaccine.”', 'Next, FluGen plans to complete the analysis and present the subject the results to peer review. The company’s CEO Paul Radspinner said in a statement the company is “excited to advance the development of M2SR based on these significant results.”', 'Privately held FluGen, which was founded in 2007, reported early human results for the vaccine back in October. Other companies working on so-called “universal” flu vaccines include Johnson & Johnson, Sanofi, Vaccitech and BiondVax.']","Feb 12, 2019 11:50am"
372,"['China’s anticorruption authorities have punished 48 officials found responsible for the Changchun Changsheng Life Sciences vaccine scandal that provoked public outrage last summer.', 'Wu Zhen, former deputy director of the old China FDA, was handed over to prosecutors after an investigation found probable duty-related crimes, the Central Commission for Discipline Inspection said Saturday. The vaccine scandal erupted last July when Changsheng, one of the largest Chinese vaccine makers, was accused of faking data on its rabies vaccine.', 'Though the government announced the allegations against Wu along with disciplinary action against other officials involved in the vaccine scandal, Wu apparently faces accusations beyond vaccines. The agency said Wu abused his power during his time at the drug watchdog, “severely jeopardizing the state’s supervision over drugs.” Wu is also accused of nepotism and taking bribes, among others.', 'Wu was among six so-called central government-supervised officials who were sacked or asked to resign after the vaccine scandal emerged. Those include former FDA chief Bi Jingquan, who resigned last August from his new post as deputy director of the State Administration for Market Regulation, a newly formed agency that comprises the National Medical Product Administration and other functions.', 'Altogether, 42 other lower-level government officials—all of whom had worked with the drug agency, in Jilin Province, Changchun municipal government, or Changchun high-tech industries development area—were also punished.', 'RELATED: Former China FDA chief to resign over the country’s latest vaccine scandal', 'The Changchun-based vaccines maker not only fabricated records related to its rabies vaccine but previously offered substandard DPT vaccines to children under the country’s national immunization program, officials have said. The case immediately triggered a public outcry, as Chinese citizens shocked by Changsheng’s practices and frustrated by the government’s failure to catch the problem earlier took to social media to express their concerns.', 'Since the scandal flared up, Changsheng has been fined $1.3 billion. It’s in the process of delisting from Shenzhen Stock Exchange, and its chairwoman and 14 other executives have been arrested.', 'The official punishments come on the heels of two new vaccine-related scandals in China. In one case, 145 children in an eastern Chinese city were found to have received expired oral polio vaccine from a health center. In another case that emerged last week, a clinic in the northern city of Shijiazhuang was found to have deliberately given 29 children Sanofi’s Hib vaccine when the parents had actually asked and paid for the more expensive five-in-one vaccine Pentaxim.']","Feb 6, 2019 09:57am"
373,"['Here is some other vaccine news of note for the week:', ""> GlaxoSmithKline's vaccine sales grew 16% last year to £5.9 billion ($7.64 billion). Shingrix sales hit £784 million ($1 billion) in its first full year on the market. Release"", '> Gaithersburg, Maryland-based VLP Therapeutics said it plans to kick off an initial clinical study of its malaria vaccine candidate. Release', '> Officials in Kentucky are looking into vaccine-associated infections in Kentucky, Ohio and Indiana due to possible improper handling and storage by a service provider. Release (PDF)']","Feb 6, 2019 09:35am"
374,"['Merck & Co.’s endeavor to challenge Prevnar 13, the world’s best-selling vaccine, just got a speed-up. But it doesn’t appear to have too much of a lead over rival Pfizer.', 'The New Jersey pharma said Wednesday its 15-strain pneumococcal vaccine candidate, V114, has nabbed an FDA “breakthrough” designation in pediatric patients. With that, it will enjoy an expedited review process with closer communications with the FDA. And if everything goes well, the vaccine could win accelerated approval and priority review tags, too, speeding things up even further.', 'The FDA’s decision was based on data from two studies, Merck said. In both studies, V114 induced an immune response in infants for the two serotypes of S. pneumoniae not targeted by Pfizer’s Prevnar 13 and showed a similar effect in the other 13 serotypes, the company said.', 'V114’s “breakthrough” tag came about half a year after Pfizer earned the same designation—but in adults—for its 20-valent pneumococcal vaccine candidate, PF-06482077. The two vaccines are in a tight race to be the next big thing in vaccines, with V114 slightly ahead in phase 3.', 'Prevnar 13 has been hogging that title for some time. In 2018, it grew sales by 4% to reach $5.80 billion, thanks to rollouts in emerging markets. But with the market growing saturated, sales growth has slowed, and Pfizer predicts 2019 sales will be flat year over year. The U.S. adult market may see some decline due a shrinking pool of patients not yet vaccinated, Credit Suisse analyst Vamil Divan wrote in a Tuesday note to clients, referring to a Q&A with Pfizer’s investor relations team.', ""RELATED: Racing with Merck, Pfizer wins FDA 'breakthrough' tag for 20-valent pneumococcal vaccine"", 'The company did warn of a potential risk at the upcoming CDC’s Advisory Committee on Immunization Practices (ACIP) meeting on Feb. 28, where experts might remove a recommendation for Prevnar in adults or limit it to high-risk adults only. Currently, the CDC recommends the pneumococcal vaccine for all children younger than 2 years of age and for all adults 65 years or older.', ""Judging by the Credit Suisse report, the Pfizer team seemed unfazed by Merck's potential challenger. Merck started phase 3 testing on V114 mid-2018, and one of the two studies is a head-to-head trial against the Pfizer shot. PF-06482077 entered phase 3 a bit later—at the end of 2018. While the two additional serotypes included in the Merck shot are implicated in about 15% of pneumococcal cases, Pfizer’s 20-valent candidate can cover 15% beyond that, Pfizer told Divan.""]","Feb 4, 2019 09:55am"
375,"['Here is some other vaccine news of note for the week:', '> Scientists have started phase 1 testing of ID93, a freeze-dried, temperature-stable recombinant tuberculosis vaccine candidate developed at the Infectious Disease Research Institute. NIH release', '> The number of confirmed cases of measles in western Washington has grown to 36, as health officials have declared a state of emergency and are urging immunization. NPR article', '> A new poll by South Nassau Communities Hospital showed that parents are aware of the HPV vaccine but that some have no plans—or are unsure—whether they’ll have their children immunized. Newsday article']","Jan 30, 2019 09:30am"
376,"['ImmusanT hopes its lead candidate, celiac disease vaccine Nexvax2, can soon protect patients from accidental exposure to gluten. And it has just earned an FDA fast-track designation that promises an expedited review.', 'Currently in phase 2 testing in the U.S., Australia and New Zealand, Nexavax2 is designed to help celiac disease patients with the HLA-DQ2.5 immune recognition genes, who account for more than 90% of the disease’s total population.', '“Our hope is that by helping restore immune tolerance towards gluten, Nexvax2 will improve quality of life and prevent the serious complications of chronic gluten exposure in celiac disease patients,” said ImmusanT CEO Leslie Willimas in a statement.', 'Celiac disease happens when genetically susceptible people eat gluten-containing foods. Their bodies inappropriately initiate an immune response that causes inflammation of the small intestine and impedes the digestion of nutrients. It is estimated to affect 1 in 100 people worldwide, according to ImmusanT.', 'Without an approved treatment, patients need to stay away from gluten, which can be commonly found in wheat, rye and barley, as well as countless processed foods. But ImmusanT believes Nexvax2 can help patients return to a normal diet by targeting the cause of the disease. Made up of gluten peptides, the therapeutic vaccine candidate aims to train the T-cells responsible for the disease to stop triggering an autoimmune attack.', 'Previous phase 1 results have shown the vaccine to be safe and tolerable, and the Cambridge, Massachusetts-based company initiated phase 2 study in September 2018. The study plans to enroll about 150 celiac disease patients who will be given either Nexvax2 or a dummy injection twice weekly for 16 weeks and will be assessed for GI symptoms after a gluten food challenge.', 'RELATED: ImmusanT to develop Type 1 diabetes vaccine with JDRF backing', 'Besides Nexvax2, ImmusanT is developing vaccines for other HLA-associated autoimmune diseases, including Type 1 diabetes.', 'Meanwhile, Takeda has a celiac disease collaboration with U.S. biotech PvP Biologics. Instead of working on the patients’ immune system, PVP’s Kuma062 (KumaMax) is a recombinant enzyme that works by degrading the immune-reactive parts of gluten before they exit the stomach and enter the small intestine in order to reduce an immune response. ', 'PVP just pushed the candidate into two phase 1 studies. If the early-phase trial turns out positive, Takeda has an option to acquire the biotech under a deal announced in early 2017.']","Jan 9, 2019 09:50am"
377,"[""Seniors are a crucial group for flu vaccine makers because they're more likely to suffer from complications and are tougher to protect. And they're more likely to get their shots to boot. And now, Novavax reports that its four-strain NanoFlu bested Sanofi’s Fluzone High-Dose—designed for older patients—in a study focused on people 65 and older."", 'In top-line phase 2 results released Thursday, Novavax said trial participants on its vaccine had better hemagglutination inhibition antibody responses against several H3N2 flu viruses, including drifted strains, than Sanofi’s Fluzone HD. It also beat another flu shot in the same trial.', ""The company said it has identified a formulation for phase 3 testing and potential launch—and it's looking to launch that trial sometime this year. "", 'The phase 2 trial tested NanoFlu with or without a Novavax adjuvant against two licensed flu vaccines in 1,375 people aged 65 and older, according to the biotech. The adjuvanted version performed significantly better than the version without an adjuvant, Novavax reported.', ""Looking ahead, Novavax plans to meet with the FDA to discuss the trial in the first half of 2019 and to start a pivotal phase 3 trial before year's end. The FDA has said NanoFlu could be up for accelerated approval, and that prospect will be part of Novavax's talks with the agency. "", 'RELATED: Novavax’s flu vaccine for older adults shows early promise against Sanofi’s Fluzone ', 'In a statement on the results, Novavax CEO Stanley Erck said the company intends to “advance to the market an improved vaccine that addresses the serious global public health threat that exists for older adults, and ultimately to make NanoFlu available to all populations.” ', 'In potentially launching its shot for older adults, the company would be taking on the top flu vaccine giants. Sanofi markets Fluzone High-Dose for older adults and in 2017 generated nearly €1.6 billion in total influenza vaccine sales. Seqirus’ Fluad is an adjuvanted option that generated $138 million in the company’s most recent fiscal year. ']","Jan 9, 2019 09:26am"
378,"['Here is some other vaccine news of note for the week:', '> Emergent BioSolutions announced that its CEO since 2012, Daniel J. Abdun-Nabi, will retire and be replaced by Robert G. Kramer, Sr., the company’s current president and COO, effective Apr. 1, 2019. Release', '> Valneva reported positive phase 1 interim results for its chikungunya vaccine candidate, VLA1553, showing a single vaccination achieved a 100% seroconversion rate at Day 28. The news came as the company announced plans to delist from the Vienna Stock Exchange to focus trading on Euronext Paris. Release | Release', '> Walter Ricciardi, president of Italy’s National Institute of Health, has resigned, accusing the League and Five Star Movement-led government’s antivaccine stance and other “unfounded” health claims. The BMJ article', '> The Coalition for Epidemic Preparedness Innovations is making $48 million of funding available to support development of vaccines against Rift Valley fever and chikungunya. Release']","Jan 9, 2019 08:52am"
379,"[""SAN FRANCISCO—To make sense of Sanofi's Dengvaxia experiences, look no further than the old adage: Learn from your mistakes."", ""It's no secret that Sanofi has had a rough time marketing its world-first dengue vaccine, and at the J.P. Morgan Healthcare Conference, vaccine head David Loew told FiercePharma the company gleaned some lessons from the troubled launch."", ""First mistake: The company was “overly optimistic” with its early sales forecasts for the shot, a mistake driven by the huge number of dengue cases in emerging countries. The need for a vaccine is obvious, but affordability is a problem, Loew said. Those same countries can't necessarily afford to mount broad vaccination campaigns, and most patients aren't able to foot the bill out of pocket."", 'Regulatory issues were another piece of the problem, Loew said. Dengvaxia was the first vaccine where Sanofi focused on launching in emerging markets first, before the U.S. and Europe—an approach it called ""flipping the model"" for a drug launch. But launching a new shot without FDA or EMA approvals is “really hard,” because other regulatory authorities often look to those agencies for their own guidelines.', '“You really want to have FDA and EMA (approvals) right from the start,” he said. ', ""RELATED: After Philippines safety scandal, Sanofi's Dengvaxia set for European approval  "", 'Those were some expensive lessons: Sanofi spent 20 years and $1.5 billion developing Dengvaxia, and finally started rolling it out in 2016. And then it hit a safety snag. In late 2017, the company reported that the vaccine can cause more serious dengue cases if given to people who haven’t been infected before. The disclosure triggered a scandal in the Philippines, where officials had started a mass vaccination campaign.', 'Sanofi execs originally projected €200 million in first-year Dengvaxia sales, but the shot delivered just  €55 million in 2016. In 2017, sales sank to €3 million.', 'WHO ended up recommending the vaccine be used ""exclusively or almost exclusively"" in people with a prior dengue infection, confirmed by a diagnostic test. Sanofi meanwhile, had started working with regulators to change the vaccine’s official label and mounted an effort to develop a diagnostic. On Monday, Loew said he can’t provide an update on the diagnostic work. ', ""RELATED: Sanofi's Dengvaxia needs a dengue diagnostic, stat, thanks to WHO "", ""Now, Sanofi is back where it might have begun if it hadn't chosen to flip its model. Dengvaxia last year picked up European approval, and in October the FDA granted the vaccine a priority review.""]","Jan 8, 2019 08:36am"
380,"['Pharma giants Sanofi and Merck & Co. each have big ambitions in vaccines, and ahead of the new year, the companies secured FDA approval for a six-in-one shot to be marketed as Vaxelis. Don’t expect the new shot to be available right away, though, because the drugmakers plan to spend at least a year to build up supplies.', 'The FDA approved Vaxelis for children six weeks old through four years of age to protect against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and invasive disease due to Haemophilus influenzae type b. It’s approved as a three-dose series before children reach their fifth birthday.', 'Merck and Sanofi developed the vaccine together under a U.S. vaccines partnership established in 1991. The companies said they’re ramping up manufacturing and plan to launch in 2020 or later. The vaccine, which is the first childhood shot to cover six diseases at the same time, won European approval in 2016.', ""According to a Sanofi securities filing from 2017, the FDA previously rejected the vaccine in a Complete Response Letter, but the drugmakers didn't outline details of the CRL."", 'RELATED: Sanofi, Merck to split up their long-standing vaccines JV in Europe', 'As they proceed with their U.S.-based joint venture, the companies dissolved their European partnership in March 2016.', 'Sanofi manufactures antigens for diphtheria, tetanus, pertussis and polio, while Merck makes antigens for Hib and hep B, according to a filing from Merck. Sanofi previously said it expected its shot to be the first hexavalent vaccine available in the U.S.', ""The manufacturing scale-up for Vaxelis comes as Sanofi and Merck both count on vaccines for future growth. For Sanofi, it also comes after a letdown for another recent vaccine launch, dengue shot Dengvaxia. Merck, for its part, is hoping its pipeline vaccine V114 can compete with Pfizer in the pneumococcal disease vaccine field, where Pfizer's Prevnar 13 currently generates billions of dollars in annual sales.""]","Jan 2, 2019 09:29am"
381,"['Here is some other vaccine news of note for the week:', '> Emergent BioSolutions filed for an FDA emergency use authorization for its anthrax vaccine NuThrax. Release', '> GeoVax teamed up with Enesi Pharma to develop vaccines on a needle-free delivery platform. Release']","Jan 2, 2019 09:25am"
382,"[""Valneva is weeks away from releasing early data for its vaccine against chikungunya—an infection for which there are no approved shots—and now has jumped on the FDA's official fast track."", 'The designation is intended to help speed up review for products that would fill an unmet medical need. Valneva’s chief medical officer, Wolfgang Bender, said in a statement that the designation “will allow us to work closely with the FDA and to accelerate our efforts to develop a one-dose solution for the prevention of this spreading disease.”', 'Meanwhile, Valneva plans to release phase 1 data for its program in the coming weeks, the company said.', 'The French biotech trails Themis in chikungunya; the latter company has already pushed into midstage testing and is considering a phase 3 study.', 'RELATED: Themis eyes phase 3 study for chikungunya vaccine after passing midstage test', 'Chikungunya has been identified in dozens of countries, and there are currently no treatments or vaccines against the virus. The disease can cause debilitating joint pain and occurs mostly in Africa, according to the World Health Organization. It shares symptoms with Zika and dengue, often leading to misdiagnoses.', 'Outside of Themis and Valneva, PaxVax is also working on a chikungunya vaccine and earlier this year picked up an FDA fast track designation for its candidate. Bharat Biotech and Moderna also have candidates in early human testing.', ""As Valneva presses ahead in the disease area, the company recently pushed the only active Lyme disease candidate into phase 2; it's also working on vaccines against Zika and C. diff.""]","Jan 2, 2019 09:20am"
383,"['After reports of “white particles” found in a batch of Sanofi flu vaccine brought immunization to a halt in Hong Kong in late November, local health authorities have cleared the shots.', 'The questioned batch of quadrivalent seasonal flu vaccine, VaxigripTetra, passed sterility testing run by an accredited laboratory, Hong Kong’s Department of Health said Dec. 28.', 'Based on results from tests separately run by the agency and Sanofi, local regulators figured the batch could still be administered as long as doses had been stored properly during the one-month immunization hiatus. But a health department spokesman said the agency will continue to monitor the vaccines, and healthcare practitioners were asked to visually inspect the shots before administering them.', ""About 175,000 doses of Sanofi's flu vaccine supplied to Hong Kong were flagged after the particles were reported; about 75,000 of those doses had already been distributed, the local agency announced in late November. The government immediately started inspecting samples while Sanofi conducted its own investigation."", 'Hong Kong tested nearly 2,100 samples—about 1,300 from the affected batch and 800 from other batches—that had been stored in Sanofi’s warehouse or already dispersed to local clinics. And “no particles were detected” in those samples, the agency said. Earlier tests on different batches of VaxigripTetra also found no foreign matter.', 'RELATED: Sanofi flu vaccine batches rejected after inspectors in Taiwan, Hong Kong find impurities: reports', 'In Sanofi’s own report, the white particles were described as inert and nontoxic cellulose, according to the agency. Sanofi concluded that the batch meets quality standards.', 'Sanofi’s problem in Hong Kong came soon after Taiwan’s FDA found impurities in two batches of its flu vaccines during routine inspections. Vaxigrip and another flu shot made by local firm Adimmune are given for free in Taiwan as part of a flu shot program.', 'Vaxigrip recently ran into hurdles in the Chinese mainland as well. Last April, the French vaccine maker said it had noticed an efficacy decline in 15 batches of the shot. Although Sanofi said the doses were still efficacious enough, it voluntarily recalled the batches as a precautionary measure. That delayed its Vaxigrip production for China this flu season and led to a sharp decline in supply.']","Jan 2, 2019 09:10am"
384,"['Here is some other vaccine news of note for the week:', '> Vanuatu is testing vaccines delivered by drones under a new experimental program. The New York Times article', '> The Scripps Research Institute developed an HIV vaccine that protected rhesus macaque monkeys from infection in a challenge study. Release', ""> Sanofi's Dengvaxia won approval in Europe. Release"", ""> A Danish study found that heart failure patients who get a flu vaccine may have a lower chance of cardiovascular death than those who don't get vaccines. Abstract""]","Dec 19, 2018 09:45am"
385,"['On the back of positive phase 1 data, Valneva has started a phase 2 study on VLA15, currently the only Lyme disease vaccine candidate in active clinical development.', 'The midstage trial is designed to determine the optimal dose and schedule for adoption in pivotal efficacy studies. Valneva intends to test three dosage groups of the vaccine in an alum-adjuvanted formulation.', 'Initially, 120 subjects will receive one of three dosages of VLA15 for safety data review, according to the company. Then, two dosages will be chosen to move into the next stage, a three-arm test of those two dosages against placebo. 450 subjects will receive three injections about a month apart. Valneva also plans to evaluate the vaccine in a different immunization schedule.', 'This time, the study will be carried out at centers in U.S. and EU areas where Lyme disease is endemic, and subjects will include patients with past infection with Borrelia burgdorferi, the tick-borne bacteria that causes Lyme.', 'VLA15 is a protein subunit vaccine that targets the outer surface protein A (OspA) of six serotypes of B. burgdorferi.', 'VLA15 could become the first Lyme vaccine for humans since GlaxoSmithKline pulled LYMErix off the market in 2002, four years after reports of side effects tanked sales. Since then, the tick-borne disease has spread broadly, increasing the need for a preventative.', 'RELATED: Valneva seeking partner for $350M Lyme disease vaccine effort, prepping for phase 2', 'VLA15 lacks the region of the proteins that some believed had caused the LYMErix adverse events, and in interim phase 1 readouts, VLA15 showed a solid safety profile. In the highest, adjuvanted dose group—which Valneva sees as the most promising dose—it induced OspA-specific antibody responses of 71.4% to 96.4% against the six serotypes, Valneva reported in March.', ""The French biotech previously told FierceVaccines that it's looking for a partner to share the estimated $350 million cost of getting the vaccine to market. GSK has an option to take over the vaccine or enter a co-development/marketing deal upon completion of phase 2, which is expected in about two years."", '“Lyme disease cases in the U.S. have increased dramatically over the last 30 years or so, substantially increasing the costs for healthcare systems,” said Valneva’s chief medical officer, Wofgang Bender, M.D., Ph.D., in a statement. “As the disease footprint widens, the need for a vaccine to prevent this significant unmet medical need increases.”', 'In the U.S., a total of 42,743 confirmed and probable cases of Lyme disease were reported to the CDC in 2017, about 9% more than in 2016. However, the CDC cautions that the number might be larger, as “[s]tandard national surveillance is only one way that public health officials can track where a disease is occurring and with what frequency.”']","Dec 19, 2018 08:56am"
